id;rep_no;name;group;address1;address2;postcode;suburb;state;country;phone;website;lat;lng;type
462;639;MIEKA HAIRDRESSING;;17 LAVARACK ROAD;;4218;NOBBY BEACH;QLD;Australia;07 5554 5088;;-28.059187;153.43895;
463;639;MODSHAIR GOLD COAST;;"SHOP T31 & T32 CIRCLE ON CAVILL
30 FERNEY AVENUE";;4217;SURFERS PARADISE;QLD;Australia;07 5526 7500;;-28.001171;153.428314;
464;639;MOTY GRAU HAIR GALLERY;;SHOP 2, 38 THOMAS DRIVE;;4217;CHEVRON ISLAND;QLD;Australia;07 5538 6633;;-27.997345;153.419846;
465;639;NEXT INTERNATIONAL - HELENSVILLE   ;NEXT INTERNATIONAL;SHOP 4, 9 SIR JOHN OVERALL DRIVE   ;;4212;HELENSVALE      ;QLD;Australia;07 5529 9033    ;;-27.922293;153.335632;
466;639;NEXT INTERNATIONAL - OXENFORD      ;NEXT INTERNATIONAL;SHOP 5, 1 COTTONWOOD PLACE       ;;4210;OXENFORD        ;QLD;Australia;07 5519 4799    ;;-27.891277;153.311554;
467;639;NEXT INTERNATIONAL  - UPPER COOMERA     ;NEXT INTERNATIONAL;"COOMERA CITY CENTRE
CORNER DAYS ROAD & OLD COACH ROAD";;4209;UPPER COOMERA;QLD;Australia;07 5529 9033;;-27.855;153.298157;
468;639;OJ'S HAIRDRESSING       ;;SHOP 2, 37 COMMERCE DRIVE;;4226;ROBINA          ;QLD;Australia;07 5593 2300    ;;-28.064457;153.40361;
469;639;OSK 1                    ;;SHOP 2, 84 SCARBOROUGH STREET        ;;4215;SOUTHPORT       ;QLD;Australia;07 5526 4322    ;;-27.968252;153.414062;
470;639;QI HAIR STYLING;;" SHOP 12 Q1 BUILDING
9 HAMILTON AVENUE";;4217;SURFERS PARADISE;QLD;Australia;07 5538 7111;;-28.006439;153.430099;
471;639;RIXON HAIR               ;RIXON HAIRDRESSING;L1,  262 ADELAIDE ST     ;;4000;BRISBANE        ;QLD;Australia;07 3229 6755    ;;-27.46587;153.028;
472;639;SOHO ON TEDDER;;SHOP 2, 15 TEDDER AVENUE;;4217;MAIN BEACH;QLD;Australia;07 5532 4217;;-27.980085;153.425018;
473;639;SPIRIT HAIR & BEAUTY     ;;"SHOP 21 RUNAWAY BAY VILLAGE S/CENTRE  
14-26 LAE DRIVE";;4216;RUNAWAY BAY     ;QLD;Australia;07 5537 7027    ;;-27.912601;153.397446;
474;639;STEFAN HAIR FASHION  - VICTORIA POINT;STEFAN HAIR FASHION;"SHOP 64 VICTORIA POINT S/CENTRE
CNR CLEVELAND-REDLAND BAY RD & BUNKER RD";;4165;VICTORIA POINT  ;QLD;Australia;07 3820 8261;;-27.595528;153.271881;
475;639;STEFAN HAIR FASHION - CAIRNS;STEFAN HAIR FASHION;"SHOP 30 CAIRNS CENTRAL 
MCLEOD STREET            ";;4870;CAIRNS          ;QLD;Australia;07 4031 8513    ;;-16.924751;145.772446;
476;639;STEFAN HAIR FASHION - EARLVILLE;STEFAN HAIR FASHION;"EARLVILLE SHOPPING TOWN
MULGRAVE ROAD            ";;4870;EARLVILLE       ;QLD;Australia;07 4054 3666    ;;-16.943548;145.738708;
477;639;STEFAN HAIR FASHION - CALAMVALE;STEFAN HAIR FASHION;"SHOP 23 CALAMVALE VILLAGE S/CENTRE
662 COMPTOAN ROAD";;4116;CALAMVALE;QLD;Australia;07 3711 3466;;-27.623346;153.04744;
478;639;STEFAN HAIR FASHION - CANNON HILL;STEFAN HAIR FASHION;"KMART PLAZA    
WYNNUM ROAD              ";;4170;CANNON HILL     ;QLD;Australia;07 3399 4911;;-27.469786;153.097641;
479;639;STEFAN HAIR FASHION - CAPALABA;STEFAN HAIR FASHION;"CAPALABA PARK SHOP CENTRE   
MT COTTON ROAD           ";;4157;CAPALABA        ;QLD;Australia;07 3245 5166;;-27.522348;153.19133;
480;639;STEFAN HAIR FASHION - CARINDALE;STEFAN HAIR FASHION;"CARINDALE SHOPPING CENTRE 
CREEK ROAD               ";;4152;CARINDALE       ;QLD;Australia;07 3395 1633;;-27.501345;153.100418;
481;639;STEFAN HAIR FASHION - MT GRAVATT;STEFAN HAIR FASHION;"SHOP 57 GARDEN CITY S/CENTRE 
KESSELS ROAD             ";;4122;MT GRAVATT      ;QLD;Australia;07 3343 1488    ;;-27.53722;153.078308;
482;639;STEFAN HAIR FASHION - GLADSTONE;STEFAN HAIR FASHION;"KIN KORA MALL  (B215)   
DAWSON HWY & PHILLIP ST    ";;4680;GLADSTONE       ;QLD;Australia;07 4978 2855;;-23.849001;151.263;
483;639;STEFAN HAIR FASHION HELENSVILLE;STEFAN HAIR FASHION;"SHOP 1090 WESTFIELD S/CENTRE  
1 MILLAROO DRIVE         ";;4212;HELENSVALE      ;QLD;Australia;07 5519 4600    ;;-27.926828;153.335709;
484;639;STEFAN HAIR FASHION - LOGANHILME;STEFAN HAIR FASHION;"SHOP 93 LOGAN HYPERDOME  
PACIFIC HIGHWAY          ";;4129;LOGANHOLME       ;QLD;Australia;07 3801 2694    ;;-27.659107;153.168655;
485;639;STEFAN HAIR FASHION - MACKAY;STEFAN HAIR FASHION;"SHOP 68 CANELANDS SHOPPING TOWN
MANGROVE ROAD            ";;4740;MACKAY          ;QLD;Australia;07 4951 2233    ;;-21.139906;149.178802;
486;639;STEFAN HAIR FASHION - MOUNT PLEASANT;STEFAN HAIR FASHION;"MT PLEASANT SHOPPING CENTRE
PHILLIP STREET          ";;4740;MT PLEASANT     ;QLD;Australia;07 4942 1855;;-21.117636;149.158752;
487;639;STEFAN HAIR FASHION - BROABEACH;STEFAN HAIR FASHION;"SHOP 76-78 PACIFIC FAIR S/CENTRE
HOOKER BOULEVADE         ";;4218;BROADBEACH      ;QLD;Australia;07 5570 3044;;-28.035095;153.426086;
488;639;STEFAN HAIR FASHION - ROBINA;STEFAN HAIR FASHION;ROBINA TOWN CENTRE ROAD  ;;4226;ROBINA          ;QLD;Australia;07 5578 9264    ;;-28.073288;153.377991;
489;639;STEFAN HAIR FASHION - ROCKHAMTON PLAZA;STEFAN HAIR FASHION;"CITY CENTRE PLAZA   
CNR BOLSOVER & FITZROY STREETS ";;4700;ROCKHAMPTON     ;QLD;Australia;07 4922 1271    ;;-23.377134;150.511047;
490;639;STEFAN HAIR FASHION -ROCKHAMTON-YAAMBA RD;STEFAN HAIR FASHION;"SHOP 9 ROCKHAMPTON S/FAIR
YAAMBA ROAD              ";;4700;ROCKHAMPTON     ;QLD;Australia;07 4928 0144    ;;-23.354164;150.522293;
491;639;STEFAN HAIR FASHION - RUNAWAY BAY;STEFAN HAIR FASHION;"RUNAWAY BAY S/CENTRE  
CNR LAE & MORALLA DRIVE    ";;4216;RUNAWAY BAY ;QLD;Australia;07 5528 9155    ;;-27.911922;153.398651;
492;639;STEFAN HAIR FASHION - AITKENVALE;STEFAN HAIR FASHION;STOCKLANDS, ROSS RIVER ROAD;;4814;AITKENVALE;QLD;Australia;07 4773 6175    ;;-19.298124;146.762772;
493;639;STYLISTIC;;SHOP 1/40 NERANG STREET (MALL);;4215;SOUTHPORT       ;QLD;Australia;07 5527 0322;;-27.967306;153.41452;
494;639;TEASE ME HAIR CULTURE ;;SHOP 2 MAIN PLACE, QUEENSLAND AVENUE;;4218;BROADBEACH      ;QLD;Australia;07 5570 4104;;-28.027241;153.432129;
495;639;URBANE HAIR DESIGN       ;;SHOP 6, 1981 LOGAN ROAD          ;;4122;UPPER MT GRAVATT;QLD;Australia;07 3349 8884    ;;-27.559259;153.080261;
496;641;HAIR OBSESSION           ;;SHOP 7, WOOLWORTHS SHOPPING COMPLEX  DICKWARD DRIVE;;810;NIGHTCLIFF      ;NT;Australia;08 8985 4000    ;;0;0;
497;641;HEADLINES FOR HAIR & BEAUTY;;GROUND FLOOR, 9 PARSON STREET          ;;870;ALICE SPRINGS   ;NT;Australia;08 8952 3484     ;;-23.69832;133.881668;
498;641;INSTYLE HAIR & BEAUTY;;SHOP 4, 130 UNIVERSITY AVENUE;;830;PALMERSTON      ;NT;Australia;08 8932 2602;;-12.480165;130.970367;
499;641;K-LUSH HAIR DESIGN;;SHOP 2 NORTHLAKES S/CENTRE           ;;810;NORTHLAKES      ;NT;Australia;08 8927 6102    ;;0;0;
500;641;MOMBASA DAY SPA & HAIR LOUNGE;;30 NORTH STUART HIGHWAY;;870;ALICE SPRINGS   ;NT;Australia;08 8953 6996;;-23.690336;133.875534;
501;641;PALACE HAIR STUDIOS      ;;SHOP 3 MITCHELL CENTRE, MITCHELL STREET          ;;800;DARWIN          ;NT;Australia;08 8981 8877;;-12.457525;130.833649;
502;641;SCALPT HAIR;SCALPT HAIR;SHOP 1, 29 CAVENAGH STREET;;800;DARWIN          ;NT;Australia;08 8941 9288;;-12.462401;130.842667;
503;641;SCALPT HAIR ON THE WATERFRONT;SCALPT HAIR;"E2, DARWIN CITY WATERFRONT
KITCHENER DRIVE";;800;DARWIN          ;NT;Australia;08 8981 1117;;-12.467209;130.846725;
504;641;THE CUT ABOVE (CASUARINA)      ;;"SHOP 78 CASUARINA SQUARE
CASUARINA SHOPPING CENTRE   ";;810;CASUARINA       ;NT;Australia;08 8927 4090    ;;0;0;
505;641;VANILLA HAIR STUDIO           ;;"SHOP 11 VIC ARCADE, THE MALL
SMITH STREET";;800;DARWIN          ;NT;Australia;08 8981 6886    ;;0;0;
506;632;BLAQ HAIR & BEAUTY;;"SHOP 3 FORTE SHOPPING CENTRE
CNR FRANCIS FORTE BOULEVARD & ZAKORAV STREET";;2914;FORTE;ACT;Australia;;;-35.161503;149.138626;
507;632;CATALDO'S SALON          ;;55-57 NORTHBOURNE AVENUE ;;2601;CANBERRA CITY   ;ACT;Australia;02 6249 6666    ;;-35.278728;149.128677;
508;632;CATALDO'S SALON  SKY PLAZA        ;;SKY PLAZA, 98 CORRINA STREET;;2606;WODEN;ACT;Australia;02 6162 0366;;-35.349079;149.089828;
509;632;FORM HAIRCUTTERS;;25 KENNEDY STREET;;2604;KINGSTON;ACT;Australia;02 6295 6355;;-35.316261;149.140961;
510;632;FRANCO SALON             ;;S29 BAILEYS CORNER, LONDON CIRCUIT           ;;2601;CANBERRA CITY   ;ACT;Australia;02 6247 9560    ;;-35.283546;149.130966;
511;632;FRANCO OF CANBERRA             ;;"BUILDING 8, UNIT 12 BRINDABELLA CIRCUIT
BRINDABELLA BUSINESS PARK";;2609;CANBERRA AIRPORT;ACT;Australia;02 6162 1226;;-35.314117;149.189835;
512;632;HAIR AFFAIR BOUTIQUE     ;;1B SOUTHLANDS S/CENTRE        ;;2607;MAWSON          ;ACT;Australia;02 6286 9811    ;;-35.370266;149.094803;
513;632;MEST;;1 PALMERSTON LANE;;2603;MANUKA;ACT;Australia;02 6295 9010;;-35.323982;149.132874;
514;632;RUSTICS HAIRCUTTERS      ;;SHOP 3A, 29 BENTHAM STREET          ;;2600;YARRALUMLA      ;ACT;Australia;02 6285 3678    ;;-35.307491;149.097336;
515;632;THE HAIRDRESSING;;SHOP 3 MEDINA JAMES COURT, 74 NORTHBOURNE AVE;;2601;CANBERRA CITY;ACT;Australia;02 6257 8484;;-35.275551;149.130142;
516;640;AGAVE                    ;;104 EIGHTH STREET;;3500;MILDURA         ;SA;Australia;03 5022 8999    ;;-34.187263;142.165588;
517;640;ANTENNA HAIRCUTTERS;;SHOP 7, 10 COROMANDEL PARADE;;5051;BLACKWOOD;SA;Australia;08 8278 5262;;-35.021637;138.617065;
518;640;ANTONS HAIR & BEAUTY      ;;50 GAWLER PL             ;;5000;ADELAIDE        ;SA;Australia;08 8223 5881    ;;-34.923237;138.601929;
519;640;CASQUADE BODY ESSENTIALS ;;166 EIGHTH STREET            ;;3500;MILDURA         ;SA;Australia;03 5023 3768    ;;-34.181786;142.158997;
520;640;CLIP JOINT-GLENSIDE      ;CLIP JOINT;BURNSIDE VLGE PORTRUSH RD;;5065;GLENSIDE        ;SA;Australia;08 8379 9421    ;;-34.930065;138.641754;
521;640;CLIP JOINT-NTH ADELAIDE  ;CLIP JOINT;79 MELBOURNE STREET      ;;5006;NORTH ADELAIDE  ;SA;Australia;08 8267 4044    ;;-34.906445;138.608536;
522;640;CROSS CUT RUNDLE MALL    ;;99A RUNDLE MALL          ;;5000;ADELAIDE        ;SA;Australia;08 8232 5633    ;;-34.923019;138.603271;
523;640;C-SALON HUTT STREET;C-SALON;152 HUTT STREET;;5000;ADELAIDE;SA;Australia;08 8223 3380;;-34.930542;138.612579;
524;640;C-SALON TEA TREE PLAZA   ;C-SALON;"SHOP 76 WESTFIELD S/TOWN
TEA TREE PLAZA           ";;5092;MODBURY         ;SA;Australia;08 8265 2244  ;;-34.830986;138.690414;
525;640;C-SALON WESTLAKES;C-SALON;"SHOP 223 WESTFIELD S/CENTRE
WESTLAKES BOULEVARD";;5023;WESTLAKES;SA;Australia;08 8353 1177;;-34.895496;138.513718;
526;640;DEAKIN DESIGNERS HAIRSTUDIO;;73 DEAKIN AVENUE         ;;3500;MILDURA         ;SA;Australia;03 5023 1752    ;;-34.185661;142.160782;
527;640;ENVE -GLENELG                 ;ENVE;67 JETTY RD              ;;5045;GLENELG         ;SA;Australia;08 8376 3993    ;;-34.980156;138.51561;
528;640;ENVE - HYDE PARK                    ;ENVE;SHOP 1, 2 & 3, 96 KING WILLIAM ROAD;;5045;HYDE PARK       ;SA;Australia;08 8373 7221;;-34.951893;138.599762;
529;640;TOMMY HAIR & BEAUTY;;SHOP 150 WESTFIELD S/CENTRE;;5009;KILKENNY        ;SA;Australia;08 8268 9998    ;;-34.873146;138.548462;
530;640;EXCEL HAIR AND BEAUTY    ;;SHOP 36,976 NORTH EAST RD        ;;5092;MODBURY         ;SA;Australia;08 8265 5400    ;;-34.831486;138.691742;
531;640;GLAMOROUS HAIR;;134 TAPLEYS HILL ROAD;;5014;ROYAL PARK;SA;Australia;08 8268 3986;;-34.875538;138.512207;
532;640;GOLDILOCKS HAIRDRESSERS  ;;184 TYNTE STREET             ;;5006;NORTH ADELAIDE  ;SA;Australia;08 8267 3993    ;;-34.906265;138.593445;
533;640;HAIR MACHINE - GLENELG;HAIR MACHINE;136 JETTY ROAD;;5045;GLENELG         ;SA;Australia;08 8376 7733;;-34.980362;138.517975;
534;640;HAIR MACHINE BURNSIDE;HAIR MACHINE;386 GREENHILL ROAD;;5065;BURNSIDE;SA;Australia;08 8338 2244;;-34.939362;138.642075;
535;640;HAIR MACHINE NORWOOD     ;HAIR MACHINE;118 THE PARADE           ;;5067;NORWOOD         ;SA;Australia;08 8331 1666    ;;-34.921371;138.632462;
536;640;HAIR MACHINE NTH ADELAIDE;HAIR MACHINE;59 O'CONNELL STREET          ;;5006;NORTH ADELAIDE  ;SA;Australia;08 8239 0099    ;;-34.907726;138.596512;
537;640;HAIR MACHINE ADELAIDE;HAIR MACHINE;SHOP 37 REGENT ARCADE          ;;5000;ADELAIDE        ;SA;Australia;08 8232 5522    ;;-34.92416;138.603256;
538;640;HAIR MACHINE UNLEY;HAIR MACHINE;SHOP 3, 188 UNLEY ROAD;;5061;UNLEY           ;SA;Australia;08 8271 2770;;-34.950066;138.60704;
539;640;HAIR MACHINE WEST LAKES  ;HAIR MACHINE;"FREDERICK SHOPPING CENTRE
SHOP 1-2, 178 FREDERICK ROAD";;5022;WEST LAKES      ;SA;Australia;08 8353 1177    ;;-34.908825;138.496216;
540;640;HAIRCLUB INC SALON       ;;"SHOP T64 CENTRO PLAZA    
CNR 12TH & 15TH DEAKIN AVENUE   ";;3500;MILDURA         ;SA;Australia;03 5021 3700    ;;0;0;
541;640;KAZ HAIR N BEAUTY        ;;"WESTFIELD SHOPPING CENTRE
297 DIAGONAL ROAD        ";;5046;MARION          ;SA;Australia;08 8296 4444    ;;-35.015839;138.543671;
542;640;KENDALLS OF WALKERVILLE  ;;26 SMITH STREET          ;;5081;WALKERVILLE     ;SA;Australia;08 8269 6385    ;;-34.894527;138.616318;
543;640;L'INDULGENCE AT GRANGE;;675 GRANGE ROAD;;5022;HENLEY BEACH;SA;Australia;08 8235 0900;;-34.907139;138.492599;
544;640;MARROS HAIR & BEAUTY     ;;SHOP 13, 171 GLYNBURN ROAD       ;;5070;FIRLE           ;SA;Australia;08 8364 2190    ;;-34.904442;138.655014;
545;640;MICHAEL AGAR HAIR        ;;"THE METRO CENTRE 
SHOP 3, 260 UNLEY ROAD   ";;5061;HYDE PARK       ;SA;Australia;08 8272 2720    ;;-34.954369;138.606857;
547;640;MONA-LISA COIFFURE       ;;SHOP 12, 303 GRANGE RD            ;;5023;FINDON          ;SA;Australia;08 8356 7794    ;;-34.904575;138.531174;
548;640;RAZZ HAIR STUDIO;;SHOP 1, 58 GEORGE STREET;;5067;NORWOOD         ;SA;Australia;08 8331 9160;;-34.921757;138.6371;
549;640;SASS & BEAU HAIRDRESSERS ;;37 WILLIAM STREET;;5067;NORWOOD         ;SA;Australia;08 8331 3663    ;;-34.924473;138.627747;
550;640;STEVEN PROFESSIONAL - MITCHAM;STEVEN PROFESSIONAL;SHOP 50, 119 BELAIR ROAD          ;;5062;MITCHAM         ;SA;Australia;08 8357 7577    ;;-34.975826;138.609726;
551;640;STEVEN PROFESSIONAL - DULWICH ;STEVEN PROFESSIONAL;137A DULWICH AVENUE;;5065;DULWICH;SA;Australia;08 8431 6400;;-34.934994;138.631424;
552;640;STEVENS PROFESSIONAL - GLENELG   ;STEVEN PROFESSIONAL;"BAYSIDE  VILLAGE S/CENTRE
125 JETTY ROAD";;5045;GLENELG         ;SA;Australia;08 8295 4990;;-34.980186;138.517349;
553;640;SUAVE HAIR;;SHOP 3, 58 LAMBERT ROAD;;5070;ROYSTON PARK;SA;Australia;08 8363 1666;;-34.898102;138.627563;
554;640;SURREAL HAIRDRESSING;;267 KENSINGTON ROAD;;5068;KENSINGTON PARK;SA;Australia;08 8332 5444;;-34.926296;138.651215;
555;640;TEEZE HAIR & BEAUTY      ;;SHOP 3, 159 HENLEY BEACH ROAD;;5031;TORRENSVILLE    ;SA;Australia;08 8443 4549    ;;-34.924568;138.56221;
556;640;VISIONS                  ;;36 LANGTREE AVE          ;;3500;MILDURA         ;SA;Australia;03 5023 6677    ;;-34.18388;142.162476;
557;640;VIVA HAIR                ;;16 O'CONNELL STREET      ;;5006;NORTH ADELAIDE  ;SA;Australia;08 8267 1806    ;;-34.90884;138.597;
568;0;MIENNA'S;;35 RYRIE STREET;;3220;GEELONG;VIC;Australia;03 5298 1451;;-38.147678;144.354401;
559;640;YELLOW STRAWBERRY -NORTH ADELAIDE;YELLOW STRAWBERRY;"SHOP 19 NTH ADELAIDE S/CENTRE 
O'CONNELL STREET";;5006;NORTH ADELAIDE  ;SA;Australia;08 8267 5646    ;;-34.905643;138.595703;
560;640;YELLOW STRAWBERRY-WEST LAKES;YELLOW STRAWBERRY;SHOP 1 WEST LAKE MALL      ;;5021;WEST LAKES      ;SA;Australia;08 8353 5646    ;;-34.878601;138.498627;
561;640;ZINK - THE ELEMENT OF HAIR. PLYMPTON;ZINK;377 MARION ROAD;;5038;PLYMPTON        ;SA;Australia;08 8297 7958;;-34.961273;138.554764;
562;640;ZINK - THE ELEMENT OF HAIR. UNLEY;ZINK;"SHOP 39 UNLEY S/CENTRE
204 UNLEY ROAD";;5061;UNLEY           ;SA;Australia;08 8272 8711;;-34.950779;138.607483;
563;640;ZINK - THE ELEMENT OF HAIR. EDWARDSTON;ZINK;"SHOP 55 CASTLE PLAZA
992 SOUTH ROAD           ";;5039;EDWARDSTOWN     ;SA;Australia;08 8277 6199;;-34.981495;138.57283;
564;640;ZINK - THE ELEMENT OF HAIR. FIRLE;ZINK;SHOP 14, 151-161 GLYBURN ROAD;;5070;FIRLE           ;SA;Australia;08 8333 0067;;-34.902763;138.657104;
565;640;ZINK - THE ELEMENT OF HAIR. MARION;ZINK;"SHOP 2020 WESTFIELD S/CENTRE
297 DIAGONAL ROAD";;5046;MARION          ;SA;Australia;08 8358 3655;;-35.008591;138.543732;
585;0;ELENBI AT MOOLOOLABA;;SHOP 10B ZANZIBAR APARTMENTS,;THE ESPLANADE;4557;MOOLOOLABA;QLD;AUSTRALIA;07 5444 4965;;-26.681431;153.12114;
590;0;OSCAR OSCAR CARINDALE;OSCAR OSCAR;LEVEL 1, WESTFIELD CARINDALE;;4152;CARINDALE;QLD;;07 3843 6277;;-27.500034;153.102524;
589;0;OSCAR OSCAR BROADBEACH;OSCAR OSCAR;LEVEL 1 ARCADE, PACIFIC FAIR;;4218;BROADBEACH;QLD;AUSTRALIA;07 5570 6955;;-28.037708;153.430298;
588;0;OSCAR OSCAR BRISBANE CITY;OSCAR OSCAR;CNR ADELAIDE AND ALBERT ST;;4000;BRISBANE;QLD;AUSTRALIA;07 3229 0534;;-27.468855;153.024506;
591;0;OSCAR OSCAR CHADSTONE;OSCAR OSCAR;SHOP B192, CHADSTONE SHOPPING CENTER;;3148;CHADSTONE;VIC;AUSTRALIA;03 9568 0844;;-37.885784;145.08223;
592;0;OSCAR OSCAR CHERMSIDE;OSCAR OSCAR;SHOP 322, WESTFIELD;;4032;CHERMSIDE;QLD;AUSTRALIA;07 3359 7799;;-27.381836;153.033829;
593;0;OSCAR OSCAR DONCASTER;OSCAR OSCAR;LEVEL 1, WESTFIELD DONCASTER;;3108;DONCASTER;VIC;;03 9855 9848;;-37.784901;145.126266;
594;0;OSCAR OSCAR FORTITUDE VALLEY;OSCAR OSCAR;354 BRUNSWICK ST;;4006;FORTITUDE VALLEY;QLD;;07 3010 4166;;-37.797146;144.978683;
595;0;OSCAR OSCAR INDOOROOPILLY;OSCAR OSCAR;LEVEL 2, INDOOROOPILLY SHOPPING CENTRE;;4068;NDOOROOPILLY;QLD;AUSTRALIA;07 3378 5763;;-27.498323;152.972748;
596;0;OSCAR OSCAR PADDINGTON;OSCAR OSCAR;320 OXFORD STREET;;2021;PADDINGTON;NSW;AUSTRALIA;02 9360 7739;;-33.885567;151.228302;
597;0;OSCAR OSCAR PALAZZO VERSACE;OSCAR OSCAR;94 SEA WORLD DRIVE;;4217;MAIN BEACH;QLD;AUSTRALIA;07 55 918 976;;-27.967157;153.426361;
598;0;OSCAR OSCAR SOUTHLAND;OSCAR OSCAR;SHOP 2131, WESTFIELD SOUTHLAND;;3192;CHELTENHAM;VIC;AUSTRALIA;03 9908 1680;;-37.959427;145.05394;
599;0;OSCAR OSCAR TOOWOOMBA;OSCAR OSCAR;SHOP 15, LEVEL 1, ;GRAND CENTRAL SHOPPING CENTRE;4350;TOOWOOMBA;QLD;AUSTRALIA;07 4638 7177;;-27.560913;151.94902;
600;0;STUDIO 144;;144 BURGUNDI STREET;;3084;HEIDELBERG;VIC;AUSTRALIA;03 9459 8557;;-37.756039;145.065399;
601;0;SHIZU HAIR & BEAUTY;;3/45 MAIN STREET;;3931;MORNINGTON;VIC;AUSTRALIA;03 5976 3833;;-38.217831;145.03743;
602;0;QUEENS HAIRDRESSING;;127 TOORAK ROAD;;3141;SOUTH YARRA;VIC;AUSTRALIA;03 9866 2893;;-37.83884;144.990448;
612;0;THE SALON ON THE BOULEVARD;;3/316 THE BOULEVARD;;6015;CITY BEACH;WA;Australia;08 9285 0205;;-31.966043;115.774719;
621;0;FRUITION HAIR;;SHOP 1, 2 HEATHER STREET;;4051;WILSTON;QLD;AUSTRALIA;07 3356 3311;;-27.433029;153.019363;
622;0;FRANCK PROVOST BONDI;;SHOP 2, 35-37 HALL STREET;;2026;BONDI JUNCTION ;NSW;AUSTRALIA;02 8314 3113;;-33.890514;151.272598;
623;0;BELLA HAIR DESIGN;;SHOP 5, 40 FOURTH STREET ROAD;;6112;ARMADALE;WA;AUSTRALIA;08 9497 3366;;-32.155109;116.014198;
624;0;ROBERTA HAIR & BEAUTY;;432 ST KILDA ROAD (GROUND FLOOR);;3004;MELBOURNE;VIC;AUSTRALIA;03 9866 6220;;-37.837292;144.975128;
625;0;FMK STYLE;;70 DALHOUSIE ROAD;;2045;HABERFIELD;NSW;AUSTRALIA;02 9604 5264;;-33.880619;151.138611;
626;0;SIMROD HAIR STUDIO;;151 CARLISLE STREET;;3183;BALACLAVA;VIC;AUSTRALIA;03 9531 7868;;-37.868633;144.991852;
627;0;NYLON HAIR;;77 GLEN EIRA ROAD;;3185;RIPPONLEA;VIC;AUSTRALIA;03 9528 5288;;-37.876759;144.997559;
629;0;BROWN SUGAR HAIR;;246 COOGEE BAY ROAD;;2034;COOGEE;NSW;AUSTRALIA;02 9665 5559;;-33.920486;151.255875;
630;0;FRATELLE HAIR & MAKEUP;;215 COMMERCIAL ROAD;;3141;SOUTH YARRA;VIC;;03 9826 5055;;-37.84671;144.993484;
631;0;LATTOUF HAIR & DAY SPA;LATTOUF INTERNATIONAL;SHOP 341, CASTLE TOWERS SHOPPING CENTRE;;2154;CASTLE HILL;NSW;;02 9659 8834;;-33.730209;151.006485;
632;0;LATTOUF HAIR & DAY SPA;LATTOUF INTERNATIONAL;SHOP 4034 WESTFILED SHOPPING CENTRE, 159-179 CHURCH STREET;;2150;PARRAMATTA;NSW;AUSTRALIA;02 9635 8589;;-33.817921;151.002106;
